Dataset	Clipped	1																														
Well Number	Reporter	Rn	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
144	Sample.144		-0.204286393	0.107633504	0.217986063	0.136453477	-0.150743843	0.043637579	0.063406294	0.406258099	-0.247418054	0.287616742	0.114647723	0.304290329	0.245248515	0.916370592	1.624780656	2.527959064	4.564633091	6.50260503	7.701769262	9.493910415	10.15602592	10.76565446	10.79654678	10.79550832	10.94752759	11.32370641	11.20918873	11.18412869	11.2197031	11.52488936
145	Sample.145		0.21324979	-0.104291791	-0.284070802	0.272801731	0.21658329	-0.185531926	-0.211400599	-0.101429802	0.210333203	0.017826569	0.211917072	0.380900298	0.6884559	0.86890386	1.726679717	2.635884178	4.693181095	6.360880154	8.044448367	9.505103867	10.51891159	10.85144049	10.9737017	11.33605732	11.17849547	11.32779357	11.44603588	11.28618439	11.29605627	11.33484257
146	Sample.146		0.103274914	0.132152124	-0.046067885	0.070305225	0.255265482	-0.212111557	0.23249397	0.163075639	-0.182162815	0.436488025	0.356958464	0.08421995	0.511894589	1.127753885	1.760471071	2.950805231	4.41709274	6.833911602	8.010898845	9.503526504	10.21970353	10.62450665	11.043933	10.86983479	11.12046696	10.94829811	11.15748848	11.73965604	11.23247953	11.34691581
147	Sample.147		-0.065370883	-0.106197899	-0.131887104	-0.182092633	-0.331038081	0.323978531	0.034513032	0.017610536	0.384499775	0.065260696	-0.107679079	0.435748351	0.147583211	1.098391376	1.581948352	3.03729729	4.268125589	6.122198817	8.322749827	9.128834328	10.08222162	10.96185981	11.03948754	11.35847529	11.25193086	11.49735083	11.38555657	11.20749384	11.39499674	10.9048372
148	Sample.148		0.12880849	0.073092968	-0.042981349	0.115383138	0.034836731	0.074665361	0.123078594	0.100317179	-0.082435102	0.423286152	0.109217141	0.446403094	0.334724898	0.720162335	1.394369714	2.601576796	4.653619372	5.977788699	7.860041338	9.3047001	10.60028182	10.86182473	11.08900119	10.75121832	11.29059482	11.03473006	11.27232349	11.44318927	11.17016422	11.38550984
149	Sample.149		0.595559678	-0.196309388	-0.002837153	-0.054522616	0.142315695	-0.030686946	-0.172860393	0.301725098	-0.126856209	0.033543477	-0.122490149	0.049742006	0.068686047	0.865743807	1.528175565	2.808571661	4.535557223	6.019125954	8.349808553	9.551204927	10.08822059	10.38114925	10.89843175	11.21169589	11.0942674	11.40294874	11.45009943	11.10440918	10.87040835	11.12078965
150	Sample.150		0.122552003	0.092463239	0.469131906	-0.02220144	0.081991875	0.159204634	-0.018321247	-0.005037455	0.120293706	0.336766853	0.239167254	0.534993642	0.371956109	0.866070787	1.713654779	2.948262887	4.460285659	6.333050954	7.85504646	9.63720992	10.22842465	10.60906511	11.06230143	11.26980391	11.29273374	11.23083771	10.97752534	11.63611968	11.11487376	11.21148322
151	Sample.151		0.488875155	0.134638784	0.541814937	-0.208118629	0.047659165	0.203940348	0.118322463	0.238797408	-0.237526909	0.155065608	0.010059858	0.492871376	0.363368667	1.001690432	1.452790041	2.885488642	4.480241508	6.303110785	8.183109068	9.59556985	10.56880812	10.73762736	10.93232952	11.00410411	11.4478329	11.20002757	11.23447018	11.27010629	11.32308728	11.04888367
152	Sample.152		0.232456155	-0.277562218	0.114869547	-0.088886968	0.216160489	-0.040996717	0.10398534	0.20760969	0.150755493	0.229559358	0.359553308	0.402523258	0.340960714	0.910516332	1.431193725	2.914772187	4.329187383	6.219979948	8.187774635	9.833516838	10.34721597	10.65588997	10.9619353	11.17552122	11.30212079	11.28861171	11.44241564	11.47785771	11.43713747	11.45299561
153	Sample.153		-0.149259515	-0.117745095	0.288267816	0.196500999	0.352929676	0.276669173	-0.218509605	-0.164362476	0.024738878	-0.164368873	0.170330535	0.180948276	0.502045017	0.747547837	1.513381016	2.785514741	4.718428717	5.941608277	7.675728423	9.306152078	10.50485197	10.55694198	10.80920393	11.21775463	11.19429025	11.57553805	11.14315475	11.29406834	11.38962234	10.98036758
154	Sample.154		0.002902223	-0.266702695	-0.195048194	-0.048010868	-0.113814603	0.356147519	0.423764323	-0.216151458	0.087564679	-0.140862748	0.528203001	0.307088694	0.250698791	0.922942183	1.643529371	2.555387737	4.327545521	6.496534707	7.894718489	9.182027776	10.30357355	10.62756755	11.15035089	11.44194777	10.85673643	11.4824738	11.36725738	11.23222191	11.20042903	11.06243306
155	Sample.155		0.427246569	0.199220072	0.060507755	0.075718007	0.109603565	0.170114326	-0.083675793	-0.113803163	-0.336784164	-0.016506782	0.164526724	0.178236248	0.174779141	1.096322412	1.490592493	2.359544656	4.558422186	6.448083804	8.057842397	9.88562709	10.14888105	10.82370743	11.09796829	10.67747595	11.21334348	11.46111182	11.16177408	11.1594997	11.24624856	11.57938013
156	Sample.156		0.203142765	0.181283128	0.049982075	0.224060668	0.152697659	0.126049186	0.124127785	0.050572204	-0.308624438	-0.203713462	0.157999993	0.029770971	0.344576674	0.827588675	1.480099462	2.723908374	4.201963655	6.519205387	8.110112493	9.00537814	10.38249808	10.5818031	11.32200844	11.21204432	10.88092651	11.30092719	11.2709721	11.29812291	11.19737547	11.11981133
157	Sample.157		-0.082019485	0.030311147	-0.052350723	0.153853793	0.567761906	-0.189275211	-0.091213519	0.266104498	-0.00799922	0.00080127	-0.024483465	0.278324196	0.210408475	0.927162782	1.682175671	2.866236038	4.436090602	6.065944898	8.24010521	9.424481663	10.01754839	10.74085366	11.00047281	11.25902009	11.2654627	11.09556357	11.35829414	11.12578268	11.01127886	11.15379693
158	Sample.158		0.276206809	0.102729093	-0.022849266	-0.529021483	0.346642907	0.219576989	0.10114864	0.415542748	0.019642231	0.079784982	0.005579679	0.179908226	0.548408167	1.038264465	1.463903606	2.416860526	4.596655717	6.173564078	8.409015715	9.406412092	9.986173341	10.83604362	10.97646141	11.27166411	10.77884854	11.18338227	11.05428178	11.48632412	11.41622418	11.21172104
159	Sample.159		0.471986364	0.365883977	0.034410461	-0.129683283	-0.143645311	-0.081208169	-0.100672598	0.191659928	0.015794862	0.049424266	0.175657301	0.029634119	0.346561642	0.71660843	1.573720945	2.745461978	4.471169535	6.801724137	8.365936788	9.46614328	10.17771242	10.68967642	10.90985941	11.09384571	11.27544756	11.51860522	11.14020905	11.21970035	11.51433955	11.41765646
160	Sample.160		0.466763432	0.045852724	0.050370603	0.082207435	-0.252407471	0.027485936	-0.077013628	0.071549786	0.02519568	0.150982744	0.387134511	0.334953667	0.375455139	0.851321241	1.604095467	2.894684722	4.280812507	6.425173481	8.37855777	9.40998139	10.08811697	10.45555526	10.86266406	11.08088609	11.33331769	10.93865123	11.42697279	11.1837427	11.25535551	11.20123291
161	Sample.161		-0.056923664	-0.084611259	0.067641986	-0.022244115	-0.281405582	-0.111935056	-0.109884554	-0.086925543	0.061861684	-0.056535165	0.198863944	0.172318641	0.191247785	0.95351888	1.813128792	2.896607074	4.41367236	6.550096526	8.337847083	9.623106818	10.06738512	10.89046698	10.79012227	11.10960387	10.93841053	10.99189158	11.47079382	11.4297891	11.71041112	11.42433171
162	Sample.162		-0.1279245	-0.225346743	-0.282066739	-0.00779207	0.122927478	-0.174725719	-0.054177266	-0.011921661	0.002545672	0.044482503	-0.012605182	0.450117779	0.53951015	0.723321779	1.524080218	2.967016568	4.642993703	6.42481568	7.948805279	9.225306905	10.02479988	10.51308856	11.3371919	11.19034849	11.23543135	11.13220748	11.33727136	10.77875779	11.37663679	11.25673172
163	Sample.163		-0.010614179	-0.012676537	0.194915061	0.323560589	-0.085961266	0.031638395	-0.119105629	0.149497437	-0.036394884	-0.030399364	0.323797829	0.358963979	0.44450539	0.966590559	1.549936382	2.289205719	4.444083997	6.510259361	8.257232262	9.556446691	10.59152605	10.42543029	10.93422639	11.04624593	10.99997462	11.11207254	11.22181874	11.21039117	11.53020999	11.0842895
164	Sample.164		-0.080427928	-0.262079352	-0.418263372	-0.059995393	-0.007087381	-0.323017962	0.242951652	-0.111891297	-0.442559922	0.179431289	0.127736665	0.354533332	0.367000395	0.974983583	1.704054676	2.465095032	4.287355909	6.591686413	8.098924399	9.72995818	10.18591154	10.90455415	11.04744149	11.1143115	11.29364459	11.40413653	11.54547429	10.77558851	11.43749892	11.53998054
165	Sample.165		0.103950346	0.113463432	0.369782838	0.130152937	-0.070661725	0.064186828	-0.196455246	-0.201148091	-0.029948978	0.231607441	0.266638762	0.115237791	0.376155906	1.234023273	1.808476139	3.084058698	4.804224776	6.438009106	8.305974939	9.292581894	10.31049576	10.38105404	11.56911822	11.11256034	10.97696446	11.37282962	11.3477696	11.3324659	11.10257364	11.28500958
166	Sample.166		0.111546412	-0.186849603	-0.216284632	-0.124900386	0.104990257	0.446742799	0.162349313	0.077221927	-0.336788994	0.621595457	-0.051856647	0.148330594	0.691334679	1.020374591	1.863374089	2.930755399	4.320780968	6.303910465	7.939851159	9.805199602	9.986000432	10.5785027	11.11511587	10.98373419	11.12972254	11.07304424	11.32829893	11.27615152	10.98660569	11.14986896
167	Sample.167		0.342045766	0.208180544	-0.04106959	0.358143147	0.044636797	-0.031005805	0.373968379	-0.112484498	0.007467362	0.116013126	0.183754413	0.071849304	0.306797239	0.48158482	2.279127388	2.976996134	4.358105493	6.561035128	8.212954001	9.296198111	10.30892498	10.75358995	10.93676593	11.23362374	11.10282363	11.21366738	11.1074239	11.2453522	10.79204039	11.16098275
168	Sample.168		-0.22011711	-0.04925689	0.241673549	0.201043729	0.280209943	0.061046055	0.383747431	0.162361044	0.070922807	0.329409894	-0.138537431	0.387200611	0.276618628	0.548997137	1.800747244	2.792266965	4.741293961	6.663460171	8.165531217	9.57897654	10.41500842	10.62904473	10.81298385	11.34709205	11.36931808	10.99637584	11.37448169	11.06431836	11.22531167	11.37971103
169	Sample.169		0.202723722	-0.228336643	0.270300672	0.048361168	0.281768148	0.179768732	0.200386796	-0.0902433	-0.115031468	-0.165977049	-0.484815135	0.466883817	0.445834419	0.80445152	1.478737832	3.066593068	4.538881394	6.540686626	8.143551268	9.32478058	10.1849543	10.3467046	10.86237433	10.77773403	10.92032868	11.50615249	11.01169605	11.16164652	11.4242798	11.362406
170	Sample.170		0.034606753	0.559415727	0.117615764	0.088797503	-0.030297916	0.159831894	0.047659189	0.083474244	-0.068208329	-0.231154867	0.019613704	0.119312123	0.558186752	1.027431149	1.670610917	2.856331872	4.505597855	6.290195349	8.311278325	9.5178329	10.47159507	10.85028855	11.11462032	11.14164427	11.85184666	11.32892005	11.30625369	11.26315502	11.02352337	11.10028599
171	Sample.171		0.031700744	0.220029763	-0.067777941	-0.1359961	-0.058819132	-0.277478745	0.022090458	-0.372267909	-0.169569776	0.145719254	0.068269457	0.313529932	0.403118171	0.936039659	1.567487467	2.697328377	4.329695038	6.281535451	8.405637773	9.63159786	10.07003849	10.49378916	11.12844768	10.99006471	10.94776515	11.09018793	11.42997068	11.42904098	11.03132998	11.3285567
172	Sample.172		0.310682311	0.187456247	0.23647557	0.364763958	0.260315578	-0.056852257	0.259167016	0.092790674	-0.227438691	0.184123039	-0.104316395	0.075392869	0.342227111	0.5571169	1.453802936	2.756526856	4.433251624	6.572946063	7.979990802	9.375901034	10.30478366	10.83821408	11.09080631	11.18967014	11.13007322	10.88197599	10.8793565	11.1451033	11.47384788	11.57751421
173	Sample.173		0.309090935	0.147617665	0.434312125	0.031529615	-0.040700756	-0.151749089	-0.347375977	0.31423199	0.282663965	-0.007995316	0.203115214	0.191846628	0.629823122	0.973322087	1.667807518	2.495024259	4.724518158	6.240521791	8.223550937	9.301364142	10.13103741	10.74352031	11.05095529	11.09626257	11.11684317	11.43241689	11.44574251	11.32051222	11.08572628	11.37636132
174	Sample.174		-0.012480414	-0.271762096	-0.13693001	-0.450972769	0.06355364	-0.183505253	-0.343990838	0.376907584	-0.118078738	0.076018797	0.082660672	0.049202789	1.009128868	0.949660366	1.768830237	2.710645396	4.412240332	6.467553464	8.195450129	9.441179486	9.984712673	11.05841369	10.64757105	11.22439982	10.89567129	11.377976	11.21510883	11.43299215	10.94051531	11.08963409
175	Sample.175		-0.123338482	-0.338893367	0.247503566	0.119601117	-0.04421242	-0.126326863	0.32773521	-0.038188385	0.088157331	0.25645956	-0.140165602	0.1007606	0.568647828	0.585637675	1.342041275	2.708970842	4.277322434	6.19563364	8.596027297	9.297838003	10.11030678	10.58165904	11.08473391	11.09786617	10.84651759	11.25286591	11.5005614	11.0930765	11.07915626	11.26927853
176	Sample.176		-0.124798116	-0.336047664	-0.172011038	0.049495975	0.098391311	-0.179432844	0.33578888	0.160829369	0.077875178	-0.238022818	0.131919935	0.189615648	0.431522219	0.967310529	1.354468039	3.30899216	4.762707958	6.412524228	8.04372898	9.309811246	10.37730662	10.54656962	10.85226109	11.39474621	11.40351947	11.45894215	11.21119601	10.8666568	11.19386194	11.55827695
177	Sample.177		-0.038716345	-0.067093864	0.264175893	-0.146355869	-0.244144533	0.1275964	-0.036694672	0.059322275	0.038050473	-0.098155557	0.051353554	0.304718054	0.211059512	1.073069066	1.868699574	2.853938379	4.12832921	6.610161468	8.143733275	9.322590091	9.87008275	10.13437866	10.88512106	11.43039706	11.05088904	10.93995378	11.49742915	11.28867412	11.12541348	11.07459565
178	Sample.178		-0.048338942	0.10041422	0.063236523	0.228425933	0.35830927	-0.08670123	0.09899544	0.261316303	0.192880689	0.079568479	-0.024664306	-0.066365908	0.230400159	0.82877233	1.872273381	2.815864052	4.301038559	6.25323391	8.365263825	9.380472611	10.32571078	10.91753239	10.63488634	11.4579688	11.4980129	11.22986512	11.22415343	11.35206932	10.99819452	10.78431162
179	Sample.179		0.108136667	0.041990022	0.243663855	-0.207072419	-0.083567275	0.067313844	0.143630603	-0.076733305	0.248005287	-0.052753229	0.055451168	0.421319445	0.521684992	0.753751042	1.718273475	2.893445616	4.880164922	6.500650186	8.108584939	9.241179577	10.36486193	10.66986815	11.17111844	11.2370036	11.04419429	11.58554806	11.14445036	11.1870895	11.32200623	11.72710759
180	Sample.180		-0.162828556	0.130785809	0.120403944	-0.031337908	-0.164527086	0.196520553	0.083343245	0.193532693	-0.175255464	-0.040592226	0.044452184	0.269766424	0.606486268	0.890311774	1.669981144	2.944115882	4.469965515	6.732764794	8.119633782	9.549666191	10.18923897	10.87748284	11.07664589	11.2657912	11.31353533	11.41732846	11.35354091	11.01890826	11.47285148	11.52007877
181	Sample.181		-0.200253117	0.218960391	0.046749323	0.177450381	-0.196075797	0.285759422	0.05086695	0.205674171	0.080179326	0.265882829	0.301157914	-0.05302757	0.406506875	1.133595102	1.532970778	2.566104474	4.474547146	6.334581763	8.040907228	9.217245486	10.49826441	10.67050192	11.08444931	10.77862576	11.03030537	11.10643269	11.27249829	11.5726425	10.96384006	11.56528723
182	Sample.182		0.044696238	0.282445987	0.020384652	0.001268895	-0.196029732	0.232866985	-0.065836531	0.325404128	-0.057978992	0.085200514	0.144473491	0.295974118	0.184127609	0.863658737	1.530958038	2.779227372	4.296357191	6.46542447	7.923229929	9.612208609	10.5013914	10.55065531	10.94789561	11.25805	11.40067052	11.09615115	11.59308376	11.2802559	11.29646039	10.98961375
183	Sample.183		0.142950261	-0.229411235	-0.236478267	0.022660241	0.109156848	0.21587298	0.301937814	0.133523384	0.085266756	0.151115539	0.161194063	-0.104917968	0.410439627	0.758937408	1.433429828	2.764209726	4.192756154	6.346527714	7.84591504	9.445847239	10.33379489	10.58636149	10.84033313	11.24642266	10.7143873	11.02270771	11.07917152	11.09875373	11.37463701	11.33248855
184	Sample.184		0.159380751	0.298182375	0.173831772	0.194096364	0.348302758	0.481727107	0.200948711	-0.095698952	-0.04395966	0.039622647	0.357730312	0.207356404	0.272562758	0.815760758	1.640241764	3.041312676	4.462530082	6.497724895	8.167721926	9.088397518	10.30034006	10.71466094	11.02582149	10.83749377	11.57746527	11.39960623	10.98775055	11.69327821	11.11507229	11.27909203
185	Sample.185		0.21150426	0.440381193	-0.093937242	-0.01080011	0.001054157	0.299981109	0.278900563	-0.011109774	-0.049562186	0.041689326	0.331663708	0.690285305	0.696376302	0.254148605	1.532619519	3.126245096	4.564290325	6.358821713	8.071753563	9.122118143	10.15019232	10.71711524	11.09430937	11.16016195	10.93972181	11.41858521	10.96727137	11.87118644	11.15999423	10.97523373
186	Sample.186		0.024065662	0.29067304	0.038736463	-0.07875154	-0.051010361	-0.08193585	-0.152564566	-0.313785768	0.322764571	0.104429974	0.105550037	0.056992722	0.231891051	0.630349374	1.322332111	3.007055948	4.478230923	6.388429708	7.780353948	9.207023853	10.41290006	11.11881691	10.78708354	11.04660496	11.11503344	11.11958086	10.85165975	11.1407621	11.44072346	11.65998119
187	Sample.187		0.354404091	-0.090884767	0.386210695	-0.251672539	-0.190975328	-0.237763279	0.336067727	0.078839824	-0.039779952	-0.251067159	0.017078608	-0.218159926	0.544451144	0.741287131	1.682110994	2.725390556	4.554337995	6.516957468	8.520273082	9.316439496	9.680700751	10.78352155	10.84283941	10.84414277	11.44249141	10.99828433	11.09480737	11.1143499	11.45723165	11.59050419
188	Sample.188		0.451271134	0.171430525	-0.311175045	0.197425336	-0.252898633	0.108518883	0.171277509	0.185345168	0.115869251	-0.138065127	0.222951844	-0.02150401	0.626240551	0.850252925	1.343048268	2.687868023	4.438242708	6.433756976	8.279929318	9.232290443	10.50866522	10.69292795	10.96436705	11.15187366	11.19882616	11.22867996	11.41280777	11.15687748	11.33764238	11.42452871
189	Sample.189		0.153939913	-0.001914196	0.15104067	-0.131053986	-0.378602485	-0.193899658	0.117849892	-0.392335305	-0.559102516	0.135399045	-0.313499331	0.5524868	0.353083569	1.165862557	1.707191033	2.715762763	4.257130889	6.23118947	8.412700459	9.580551221	10.36625163	10.76757136	10.7107261	11.38339139	11.06215463	11.16662348	11.18151234	11.51596822	11.15032918	11.24844
190	Sample.190		-0.17733839	-0.103067215	0.26825592	0.220492906	-0.200387583	0.04679975	-0.060167074	-0.013068626	-0.162242338	-0.053083994	-0.049234256	0.223716169	0.479035081	0.679265422	1.666332761	2.650753278	4.182295874	6.241038929	8.020119944	9.254239875	10.40094892	10.70082106	11.20545206	10.91466247	11.29987881	11.29476537	11.24485737	11.5571624	11.25890794	11.48071361
191	Sample.191		0.27574514	0.186921149	-0.279667158	-0.009136746	-0.072509169	-0.283127312	-0.051763033	-0.168200337	-0.058766604	0.069510121	0.19814616	0.074864357	0.181639111	0.792331665	1.659805086	3.04220123	4.39608291	6.52957917	8.0150431	9.372183596	10.40157575	10.93503379	10.98826951	10.91464005	11.06818935	11.1806465	11.2662061	11.29838318	10.79011592	11.47532463
192	Sample.192		0.253836869	0.260625444	-0.092689331	-0.029142945	0.073316453	-0.189739539	0.248274791	0.461863829	-0.044245499	0.302854883	-0.223884038	0.231103227	0.325912775	1.156291376	1.473267454	2.972111677	4.335514423	6.821475036	8.019394886	9.715562733	10.15403237	10.74380708	10.76553195	11.06049105	10.82725508	11.07283522	11.23732257	11.24361064	11.42544303	11.19914333
193	Sample.193		0.022856091	-0.211075631	0.364269136	-0.451078082	-0.311236603	-0.111827108	0.258958267	0.052844779	-0.469418056	0.043147563	0.288483289	0.356249843	0.306032052	0.804606574	1.228993104	2.644194705	4.445771944	6.502925215	7.933283269	9.595074372	10.6283111	10.42748512	11.0517637	11.12249012	11.16487068	11.4451675	11.09073128	10.92423219	11.41849285	11.094099
194	Sample.194		0.039354684	-0.121282281	0.121683665	0.433359259	-0.151964516	-0.029441867	0.11733904	-0.310461975	-0.07897131	0.097831466	0.598853346	0.268701398	0.485701201	0.771170505	1.244970597	2.734249982	4.718423772	6.188849311	8.01763416	9.59166299	9.89357454	10.74415537	11.06514864	11.32664706	10.98424509	11.22585609	10.8244268	11.05130037	10.96559756	11.31607164
195	Sample.195		-0.00111238	0.526136829	0.029912186	0.37781695	-0.31000186	0.175500127	-0.097129284	0.028014453	0.390338267	-0.008907955	-0.064711134	0.14102447	0.223495661	0.897037387	1.664808493	2.854037688	4.450779553	6.316202282	8.049796894	9.333387706	10.17414522	10.69441916	11.04432729	11.01230593	11.2337514	11.02362903	11.06882368	11.18923959	11.16630141	11.44974663
196	Sample.196		-0.044865665	0.183761725	0.016336698	0.082099531	-0.291305247	-0.222321624	0.115317459	0.189837639	0.095462768	-0.232094182	-0.075046467	-0.074601854	0.334705919	0.404449026	1.998793915	3.117153107	4.539420889	6.238823904	8.125473465	9.61361052	10.46194985	10.99781881	10.62807314	11.00424885	10.72744803	11.47628322	11.25770603	11.30728171	11.32122659	11.29727276
197	Sample.197		0.290043648	0.136760574	-0.038133043	0.315279344	-0.229595085	0.261233007	0.264927304	0.169341903	0.030779692	-0.136675767	-0.004486725	0.354488073	0.183777914	0.794790563	1.703797908	3.081121896	4.440741423	6.152669677	8.064689167	9.589862568	10.3114269	11.0074904	10.87182456	11.39126467	11.26300336	11.14962097	11.45819011	11.52686826	11.24771791	11.52919302
198	Sample.198		0.39922068	0.10459944	-0.005890946	0.028694231	-0.031968006	0.16563993	-0.058220029	0.466175375	-0.315044198	0.034314561	0.109932807	0.147728286	0.516441703	0.876453755	1.596728804	2.900256394	4.698489699	6.440980098	8.07674061	9.512241583	9.966898105	10.37368421	10.93746889	10.76258129	11.23400824	10.97348927	11.48799452	11.04065265	11.14183422	11.21437382
199	Sample.199		-0.17727527	0.181419709	0.070752723	0.129657372	0.140182952	-0.08180935	-0.155478767	0.083278731	-0.214205543	0.124728009	-0.029506182	0.201154493	0.093335051	1.050142903	1.533521603	2.729736958	4.65402968	6.488985524	7.90413925	9.354197298	10.41416077	10.57677996	10.6947287	11.04477312	11.20579984	11.28579193	11.46419919	11.27239964	11.39594276	11.41128442
200	Sample.200		-0.074279266	-0.225109275	0.325204271	-0.309676792	0.347514237	0.43859753	0.123306849	-0.253019293	-0.325221337	-0.174802096	0.297680927	0.195238736	0.647992846	0.662491604	2.081404037	2.725543917	4.359091374	6.348030616	7.885782716	9.195293791	10.20252853	10.78217164	10.83467078	11.16449488	11.18864228	11.32081773	11.19591617	11.33906788	11.55019259	11.58942468
201	Sample.201		-0.156379837	0.018580489	-0.10034931	-0.189375482	0.133408156	0.111683637	-0.031605681	0.364127714	-0.072677159	-0.121086212	0.345464356	0.285956788	0.222459782	0.752145351	1.594467707	2.988223747	4.375299682	6.557427573	8.080160259	9.344102282	10.40130863	10.96829754	11.24322618	10.98695421	11.04590612	11.72183266	11.35795271	11.49759163	11.54664324	11.0836478
202	Sample.202		-0.001569123	0.377670201	0.0241924	-0.101919415	-0.504872147	-0.196699275	-0.110668222	-0.257310083	0.141851842	0.210829039	0.268096869	0.230736009	0.261569087	0.809230897	1.483410913	2.837049132	4.52937638	6.457290447	8.292185334	9.539410448	10.31694582	10.59430412	11.21374885	10.97317841	11.22835678	11.20532534	11.13769056	11.75024824	11.50261157	11.57170372
203	Sample.203		-0.12908892	0.26323453	-0.11742773	0.224737955	0.247159009	0.126142326	-0.112261608	0.362226839	-0.191253303	0.376715231	0.302361953	0.275410463	0.245779414	1.264239325	1.510351219	2.805334641	4.516428366	6.644451575	8.050917872	9.824131553	10.36305465	10.86355393	10.97024845	10.95922478	11.15362487	10.99003639	11.05050026	11.71165209	11.34388791	11.23151245
204	Sample.204		-0.064504531	0.206341708	-0.141172685	-0.039504284	0.250818912	0.04458807	0.025614035	-0.112347557	0.157477788	-0.273947491	0.381589113	0.249685008	0.490325367	0.644500627	1.372412625	2.868672502	4.117774328	6.39014546	8.284091376	8.915971436	10.38900925	10.70388943	10.96404301	11.4373541	11.06529998	10.81349142	11.36883929	11.26992832	11.32813134	11.42574209
205	Sample.205		0.035171258	-0.20397721	0.074027242	-0.223971065	0.044536073	0.353260192	0.061761088	-0.058716	-0.054075568	0.338141187	0.1970472	0.012791701	0.76009469	0.983287777	1.539551334	2.921268717	4.32956589	6.44896182	7.938781386	9.683639917	10.01115649	10.42795774	11.05541393	11.26338819	11.14050804	11.39095284	11.23022525	11.35999478	11.42456817	11.43626217
206	Sample.206		0.14062781	0.050718223	-0.170349775	0.450559846	-0.049770053	0.109233505	-0.08839745	0.130555511	0.348117633	-0.165754355	-0.036508193	0.167502921	0.670906679	0.663170905	1.390754902	2.75143325	4.607128134	6.561316715	8.172393591	9.382473766	10.30869127	11.36354357	10.80924289	11.19597647	11.19805011	10.88582918	11.18113024	11.18054809	11.33286833	11.19571709
207	Sample.207		-0.007181705	-0.191093035	0.121820357	-0.224225834	-0.048386335	0.11104705	-0.404580477	0.203435175	0.162301141	0.024462353	0.202861463	0.0237363	0.386297235	0.874525858	1.479852019	2.311061411	4.659806567	6.380648163	8.253239368	9.319549969	10.05504806	10.8118643	11.0308128	11.18046933	11.60731977	11.02563023	11.07784691	11.8523982	10.92014713	10.83107665
208	Sample.208		0.172315844	0.099490013	0.193111981	-0.358109807	-0.077411672	-0.169095291	0.127339351	-0.143443709	0.122001047	0.326377682	-0.302083454	-0.175636783	0.378723214	0.973095724	1.462353914	2.4879649	4.512051979	6.081815464	8.120741965	9.357229739	9.986833191	10.64324053	10.9906194	10.96484681	11.04293558	11.23640865	10.78467217	11.53699642	11.03405061	11.01681806
209	Sample.209		0.214214233	-0.082621658	0.019209859	0.103552451	0.080208084	-0.067105206	0.014970457	-0.140228612	0.004755811	0.210724599	0.559016299	0.1887274	0.137254903	1.027592961	1.463014507	2.777480645	4.767767618	6.159241518	8.269256061	9.417804039	10.15168661	10.63184375	11.40241008	11.14111176	11.83254566	11.06160758	11.29305489	11.0747514	11.52151611	11.29096533
210	Sample.210		-0.163358923	0.137137076	-0.140199085	0.520772607	-0.150362389	0.278120674	0.238276725	-0.167349332	0.032503975	0.20711121	0.255857487	-0.016390031	0.750341639	0.800230856	1.714835707	2.945999263	4.257583713	6.405677789	8.043407426	9.544229368	10.30712248	11.12169942	11.27529508	11.05885121	10.99345406	11.3829948	11.25157725	11.0669283	11.24309307	11.53239786
211	Sample.211		0.075538504	0.069483893	-0.121646551	0.123934937	0.268303027	0.185698234	-0.173428578	0.225779427	0.333315291	-0.199155516	0.017643455	0.090422679	0.550886973	0.302415316	1.590701215	2.819875492	4.375891249	6.122389197	7.526678156	9.336656351	10.39431875	10.85993491	11.18183638	11.78137805	11.54150983	11.29874393	11.32560653	11.64094443	11.07974839	11.19061909
212	Sample.212		-0.121339104	0.090512128	0.075470573	0.144297456	-0.032308209	0.086213284	0.103884243	0.085670145	0.200669161	-0.085807323	-0.032456553	0.124938628	0.398617255	1.193801299	1.867421815	2.533784249	4.505082492	6.462619074	8.345621845	9.263072142	10.49978825	10.77966907	11.29843212	11.16019531	11.38656111	11.34401506	11.37710049	11.52413982	11.37261088	11.26014171
213	Sample.213		-0.196713137	-0.021664932	0.123235319	-0.112897	0.246191963	0.136914447	0.172558358	-0.156308115	-0.015969712	-0.014981995	0.11159313	0.217882416	0.422889688	0.509906542	1.601101491	2.993106118	4.594588237	6.447568624	8.485192873	9.30012572	10.04707193	10.76834819	10.88444399	11.12362842	11.23096669	11.33920209	11.4795627	11.50066742	11.3689796	11.36584565
214	Sample.214		0.093992081	-0.070987861	0.219616012	0.125541089	-0.255790676	0.076245965	0.151292061	0.036473445	0.522158309	0.326428856	0.263074465	0.240731988	0.316856249	1.039159663	1.519648183	2.823242974	4.504546926	6.182341201	8.060842401	9.34965866	10.50070662	10.50588114	11.12240027	11.42684031	11.32353581	11.06833034	11.49453312	11.31978009	10.82770318	11.52465963
215	Sample.215		-0.136969291	0.26994042	0.365115981	-0.172627023	0.076829907	0.106909275	0.137770157	0.209708929	-0.028670977	-0.041813517	0.017670854	0.156244237	0.246705098	1.052695447	1.491780971	3.057000527	4.577107589	6.345486982	7.928433533	9.336928672	10.56217155	10.71606138	10.83032028	11.31567813	11.33236307	11.32857686	11.45034695	11.26664328	11.37584042	11.2148614
